Production Model,Version,Defect Type,Defect Observation Area,QA Worker,Shift Time,Component Category,Fixture ID,Inspection Week,Production Order Priority
Model 595323-328,02,damaged/ lifted pad,Final Assembly Line,Alaine,Night,Resistor,FX-029,2025-W41,High
Model 595323-328,03,pin damaged,QA Inspection Station,Xiang Liang,Afternoon,Transistor,FX-032,2025-W11,Low
Model 595204-792,03,component misalignment,Production Line 3,Tristian,Morning,Resistor,FX-021,2025-W09,Low
Model 595242-854,05,pin hole,Production Line 3,Zoya,Afternoon,Capacitor,FX-046,2025-W46,Medium
Model 595242-854,02,lifted component,Final Assembly Line,Darci,Night,Diode,FX-037,2025-W21,Low
Model 595130-195,05,missing component,Production Line 1,Leena,Afternoon,Resistor,FX-032,2025-W34,High
Model 595859-381,03,reversed component,Final Assembly Line,Alaine,Afternoon,Resistor,FX-010,2025-W05,Medium
Model 595189-704,05,insufficient solder,Production Line 3,Davonte,Night,Resistor,FX-021,2025-W36,Low
Model 595204-792,04,solder void,Unknown,Sloane,Night,Resistor,FX-042,2025-W32,High
Model 595242-854,02,solder bridge,Unknown,Zoya,Afternoon,Diode,FX-031,2025-W34,Low
Model 595858-658,03,solder void,Unknown,Geofrey,Afternoon,Diode,FX-048,2025-W37,Low
Model 595130-195,03,damaged/ lifted pad,Unknown,Darci,Morning,Diode,FX-013,2025-W39,Low
Model 595323-328,04,bad modules,Production Line 1,Xiang Liang,Morning,Capacitor,FX-013,2025-W01,High
Model 595242-854,01,lifted component,QA Inspection Station,Davonte,Morning,Connector,FX-006,2025-W02,Low
Model 595214-125,04,wrong component,Production Line 2,Davonte,Morning,Diode,FX-030,2025-W30,High
Model 595189-704,01,insufficient solder,Production Line 3,Daysha,Afternoon,Resistor,FX-036,2025-W40,High
Model 595242-854,02,pin damaged,QA Inspection Station,Alaine,Night,Diode,FX-005,2025-W08,Low
Model 595242-854,03,component broken,QA Inspection Station,Daysha,Afternoon,Transistor,FX-007,2025-W35,Low
Model 595532-132,04,insufficient solder,Production Line 1,Xiang Liang,Night,Capacitor,FX-045,2025-W37,Low
Model 595859-381,01,component height/titled,Production Line 1,Darci,Morning,Resistor,FX-035,2025-W45,High
Model 595204-792,02,solder void,Unknown,Leena,Night,Transistor,FX-048,2025-W30,High
Model 595532-132,01,damaged/ lifted pad,Unknown,Jerome,Night,Capacitor,FX-025,2025-W12,Medium
Model 595242-854,04,lifted component,QA Inspection Station,Leena,Morning,Capacitor,FX-013,2025-W11,Medium
Model 595242-854,03,component broken,Final Assembly Line,Daysha,Night,Connector,FX-048,2025-W36,Low
Model 595214-125,05,component height/titled,Production Line 3,Alaine,Morning,Connector,FX-021,2025-W11,Low
Model 595214-125,02,reversed component,Production Line 1,Darci,Night,Diode,FX-026,2025-W44,High
Model 595242-854,04,lifted component,Production Line 3,Daysha,Night,Resistor,FX-048,2025-W14,High
Model 595532-132,01,insufficient solder,Final Assembly Line,Darci,Afternoon,Capacitor,FX-015,2025-W13,Medium
Model 595130-195,01,bad modules,Production Line 3,Jerome,Morning,Connector,FX-001,2025-W33,Low
Model 595214-125,02,reversed component,Final Assembly Line,Tristian,Morning,Resistor,FX-050,2025-W11,High
Model 595242-854,04,solder bridge,Production Line 1,Mel,Morning,Diode,FX-001,2025-W33,High
Model 595214-125,05,component height/titled,Production Line 1,Mel,Morning,Capacitor,FX-006,2025-W15,Low
Model 595214-125,05,component height/titled,Final Assembly Line,Leena,Morning,Transistor,FX-042,2025-W15,Low
Model 595214-125,04,excessive solder,Unknown,Alaine,Night,Diode,FX-041,2025-W38,Low
Model 595242-854,03,component broken,Production Line 2,Darci,Night,Connector,FX-009,2025-W01,Low
Model 595204-792,01,pin damaged,Final Assembly Line,Alaine,Morning,Connector,FX-018,2025-W09,High
Model 595130-195,01,component misalignment,Unknown,Jerome,Night,Transistor,FX-006,2025-W19,Low
Model 595214-125,04,reversed component,Production Line 3,Geofrey,Afternoon,Capacitor,FX-011,2025-W50,Low
Model 595242-854,01,pin hole,Final Assembly Line,Geofrey,Afternoon,Diode,FX-045,2025-W52,High
Model 595204-792,04,solder void,Final Assembly Line,Jerome,Morning,Resistor,FX-042,2025-W18,Low
Model 595859-381,05,damaged/ lifted pad,Production Line 2,Leena,Afternoon,Connector,FX-030,2025-W22,Low
Model 595242-854,04,pin hole,Unknown,Xiang Liang,Morning,Diode,FX-043,2025-W37,Low
Model 595130-195,02,wrong configuration,Production Line 1,Alaine,Morning,Capacitor,FX-025,2025-W06,High
Model 595130-195,01,component misalignment,Production Line 1,Leena,Night,Transistor,FX-041,2025-W27,High
Model 595858-658,05,no property assembled,QA Inspection Station,Sloane,Afternoon,Diode,FX-015,2025-W04,High
Model 595242-854,02,pin hole,Production Line 1,Sloane,Afternoon,Diode,FX-011,2025-W38,Low
Model 595323-328,02,component broken,Production Line 3,Leena,Night,Transistor,FX-034,2025-W02,High
Model 595204-792,05,pin damaged,QA Inspection Station,Zoya,Morning,Diode,FX-049,2025-W26,Low
Model 595323-328,01,damaged/ lifted pad,Production Line 1,Davonte,Afternoon,Diode,FX-050,2025-W09,Low
Model 595242-854,02,component broken,Production Line 3,Tristian,Morning,Connector,FX-050,2025-W25,Medium
Model 595214-125,03,excessive solder,Final Assembly Line,Xiang Liang,Morning,Transistor,FX-046,2025-W40,High
Model 595242-854,03,pin hole,QA Inspection Station,Davonte,Morning,Connector,FX-030,2025-W40,Low
Model 595214-125,04,solder bridge,QA Inspection Station,Darci,Night,Diode,FX-008,2025-W24,Low
Model 595214-125,05,trace open,Production Line 2,Davonte,Night,Resistor,FX-020,2025-W15,High
Model 595859-381,03,missing/unknown,Final Assembly Line,Jerome,Night,Connector,FX-007,2025-W06,Medium
Model 595214-125,01,component misalignment,QA Inspection Station,Tristian,Afternoon,Resistor,FX-007,2025-W34,High
Model 595242-854,02,pin hole,Production Line 3,Alaine,Night,Capacitor,FX-005,2025-W16,Medium
Model 595242-854,02,lifted component,Production Line 1,Mel,Afternoon,Transistor,FX-007,2025-W51,Low
Model 595130-195,05,missing/unknown,Unknown,Xiang Liang,Afternoon,Resistor,FX-003,2025-W32,Medium
Model 595130-195,03,insufficient solder,Production Line 2,Alaine,Afternoon,Capacitor,FX-033,2025-W36,High
Model 595130-195,05,no property assembled,Production Line 2,Leena,Afternoon,Connector,FX-042,2025-W37,High
Model 595859-381,04,reversed component,Final Assembly Line,Darci,Afternoon,Connector,FX-017,2025-W10,Low
Model 595532-132,01,insufficient solder,Final Assembly Line,Zoya,Night,Transistor,FX-019,2025-W22,Low
Model 595214-125,03,excessive solder,Production Line 2,Tristian,Afternoon,Transistor,FX-024,2025-W25,Low
Model 595130-195,04,missing component,Production Line 3,Alaine,Afternoon,Capacitor,FX-020,2025-W51,High
Model 595323-328,02,long terminals,Unknown,Sloane,Afternoon,Capacitor,FX-021,2025-W06,Medium
Model 595859-381,04,wrong configuration,Unknown,Leena,Night,Connector,FX-025,2025-W37,High
Model 595130-195,04,component broken,Production Line 3,Mel,Afternoon,Capacitor,FX-002,2025-W20,Medium
Model 595242-854,01,pin hole,Production Line 2,Jerome,Morning,Transistor,FX-037,2025-W22,High
Model 595532-132,02,excessive solder,Unknown,Alaine,Afternoon,Diode,FX-003,2025-W18,Low
Model 595323-328,04,damaged/ lifted pad,Final Assembly Line,Zoya,Afternoon,Resistor,FX-019,2025-W17,Medium
Model 595130-195,04,component broken,Production Line 2,Tristian,Afternoon,Connector,FX-009,2025-W12,Medium
Model 595214-125,01,solder bridge,Production Line 2,Daysha,Morning,Connector,FX-039,2025-W48,High
Model 595242-854,03,component broken,Unknown,Daysha,Afternoon,Diode,FX-031,2025-W01,Medium
Model 595532-132,05,wrong routing,Final Assembly Line,Davonte,Afternoon,Transistor,FX-032,2025-W37,Low
Model 595242-854,03,solder bridge,Production Line 3,Jerome,Morning,Diode,FX-043,2025-W51,Medium
Model 595323-328,03,solder bridge,Final Assembly Line,Leena,Morning,Connector,FX-040,2025-W06,Low
Model 595214-125,04,excessive solder,QA Inspection Station,Tristian,Afternoon,Connector,FX-027,2025-W30,High
Model 595130-195,02,missing component,Unknown,Tristian,Night,Connector,FX-022,2025-W42,Low
Model 595130-195,03,no property assembled,Final Assembly Line,Zoya,Night,Diode,FX-041,2025-W36,Medium
Model 595130-195,05,insufficient solder,Production Line 1,Sloane,Night,Transistor,FX-035,2025-W46,Low
Model 595130-195,05,missing/unknown,Unknown,Geofrey,Night,Transistor,FX-013,2025-W45,Medium
Model 595859-381,01,component height/titled,Production Line 3,Mel,Morning,Capacitor,FX-027,2025-W11,Medium
Model 595242-854,03,solder bridge,Production Line 2,Leena,Morning,Transistor,FX-019,2025-W20,High
Model 595859-381,05,damaged/ lifted pad,Final Assembly Line,Alaine,Morning,Transistor,FX-030,2025-W36,High
Model 595130-195,02,missing/unknown,Unknown,Xiang Liang,Morning,Diode,FX-027,2025-W32,Medium
Model 595858-658,01,long terminals,Unknown,Mel,Morning,Capacitor,FX-006,2025-W50,High
Model 595242-854,01,component broken,Production Line 2,Jerome,Afternoon,Resistor,FX-044,2025-W18,Medium
Model 595130-195,01,missing component,Production Line 2,Xiang Liang,Morning,Resistor,FX-027,2025-W51,Low
Model 595130-195,03,no property assembled,Production Line 3,Sloane,Night,Connector,FX-007,2025-W43,Medium
Model 595204-792,04,missing/unknown,Final Assembly Line,Zoya,Night,Resistor,FX-024,2025-W39,Low
Model 595323-328,05,damaged/ lifted pad,Unknown,Jerome,Night,Capacitor,FX-028,2025-W40,Medium
Model 595214-125,01,component broken,Unknown,Xiang Liang,Night,Diode,FX-037,2025-W49,Medium
Model 595214-125,03,trace open,Production Line 1,Davonte,Afternoon,Connector,FX-032,2025-W15,Medium
Model 595204-792,04,solder void,QA Inspection Station,Xiang Liang,Morning,Connector,FX-048,2025-W20,Medium
Model 595130-195,05,missing/unknown,Production Line 3,Tristian,Morning,Capacitor,FX-020,2025-W27,Low
Model 595242-854,02,lifted component,QA Inspection Station,Davonte,Night,Capacitor,FX-045,2025-W22,Medium
Model 595130-195,04,no property assembled,QA Inspection Station,Alaine,Afternoon,Diode,FX-026,2025-W51,High
Model 595130-195,02,component misalignment,Production Line 2,Zoya,Night,Transistor,FX-042,2025-W37,High
Model 595130-195,03,missing/unknown,QA Inspection Station,Geofrey,Morning,Transistor,FX-017,2025-W14,Medium
Model 595214-125,05,damaged/ lifted pad,Unknown,Jerome,Afternoon,Transistor,FX-043,2025-W38,Low
Model 595130-195,04,component misalignment,QA Inspection Station,Davonte,Night,Diode,FX-027,2025-W44,Medium
Model 595859-381,01,damaged component,Production Line 1,Jerome,Morning,Connector,FX-048,2025-W30,Medium
Model 595130-195,01,bad modules,Production Line 2,Zoya,Night,Resistor,FX-043,2025-W38,High
Model 595532-132,01,long terminals,Production Line 2,Zoya,Morning,Resistor,FX-037,2025-W29,Low
Model 595858-658,01,no property assembled,Production Line 3,Davonte,Night,Diode,FX-048,2025-W42,High
Model 595323-328,05,damaged/ lifted pad,Final Assembly Line,Darci,Night,Connector,FX-033,2025-W17,Medium
Model 595214-125,02,component height/titled,Unknown,Jerome,Night,Resistor,FX-035,2025-W52,Medium
Model 595214-125,01,component height/titled,Final Assembly Line,Darci,Afternoon,Resistor,FX-025,2025-W09,Low
Model 595214-125,03,excessive solder,Unknown,Mel,Afternoon,Transistor,FX-030,2025-W35,Medium
Model 595532-132,01,damaged/ lifted pad,QA Inspection Station,Zoya,Afternoon,Transistor,FX-004,2025-W26,High
Model 595204-792,01,solder void,QA Inspection Station,Darci,Morning,Transistor,FX-008,2025-W52,Medium
Model 595532-132,03,long terminals,Production Line 3,Geofrey,Afternoon,Connector,FX-034,2025-W19,Medium
Model 595130-195,02,no property assembled,Production Line 2,Xiang Liang,Night,Connector,FX-010,2025-W44,High
Model 595242-854,01,solder bridge,Production Line 1,Geofrey,Night,Connector,FX-028,2025-W19,Low
Model 595214-125,05,excessive solder,QA Inspection Station,Leena,Morning,Capacitor,FX-024,2025-W33,Low
Model 595214-125,02,bad modules,Unknown,Jerome,Night,Resistor,FX-043,2025-W50,High
Model 595242-854,01,solder bridge,Production Line 3,Darci,Morning,Capacitor,FX-011,2025-W43,Low
Model 595242-854,04,lifted component,Production Line 2,Davonte,Afternoon,Diode,FX-023,2025-W45,Low
Model 595204-792,04,component misalignment,Production Line 2,Tristian,Night,Resistor,FX-031,2025-W09,Medium
Model 595859-381,05,damaged component,Final Assembly Line,Darci,Night,Transistor,FX-007,2025-W52,High
Model 595130-195,05,missing component,Production Line 1,Darci,Night,Connector,FX-045,2025-W07,Medium
Model 595130-195,02,component misalignment,Final Assembly Line,Darci,Night,Diode,FX-039,2025-W48,Low
Model 595532-132,01,long terminals,Production Line 3,Xiang Liang,Morning,Diode,FX-013,2025-W34,Medium
Model 595130-195,04,reversed component,Production Line 1,Mel,Afternoon,Connector,FX-016,2025-W34,Medium
Model 595130-195,05,missing component,QA Inspection Station,Zoya,Night,Diode,FX-015,2025-W20,Low
Model 595130-195,05,no property assembled,QA Inspection Station,Leena,Afternoon,Transistor,FX-048,2025-W10,Low
Model 595323-338,03,billboarding,Production Line 1,Leena,Night,Transistor,FX-037,2025-W08,High
Model 595242-854,03,missing/unknown,Final Assembly Line,Davonte,Night,Resistor,FX-015,2025-W48,Medium
Model 595214-125,04,component misalignment,Final Assembly Line,Alaine,Morning,Transistor,FX-024,2025-W09,Low
Model 595323-328,01,pin damaged,Production Line 1,Geofrey,Night,Capacitor,FX-005,2025-W52,Medium
Model 595130-195,05,no property assembled,Unknown,Jerome,Morning,Capacitor,FX-039,2025-W31,Medium
Model 595214-125,05,trace open,QA Inspection Station,Mel,Morning,Capacitor,FX-016,2025-W33,High
Model 595130-195,04,missing/unknown,Production Line 1,Tristian,Morning,Connector,FX-003,2025-W21,Low
Model 595532-132,01,no property assembled,Final Assembly Line,Geofrey,Night,Diode,FX-038,2025-W09,Medium
Model 595242-854,04,lifted component,Production Line 1,Sloane,Night,Connector,FX-040,2025-W46,High
Model 595130-195,03,missing/unknown,QA Inspection Station,Xiang Liang,Afternoon,Connector,FX-032,2025-W07,Medium
Model 595242-854,03,pin hole,Production Line 3,Mel,Morning,Capacitor,FX-026,2025-W14,High
Model 595130-195,01,missing/unknown,Production Line 2,Geofrey,Night,Capacitor,FX-018,2025-W40,Medium
Model 595204-792,04,no property assembled,Final Assembly Line,Tristian,Afternoon,Transistor,FX-028,2025-W09,Low
Model 595214-125,04,reversed component,Production Line 3,Davonte,Night,Transistor,FX-026,2025-W36,Medium
Model 595130-195,04,wrong configuration,Unknown,Darci,Morning,Diode,FX-007,2025-W43,Low
Model 595130-195,03,lifted component,QA Inspection Station,Alaine,Night,Diode,FX-023,2025-W16,Low
Model 595214-125,05,damaged/ lifted pad,Production Line 3,Zoya,Afternoon,Transistor,FX-006,2025-W50,Medium
Model 595130-195,05,missing component,QA Inspection Station,Leena,Morning,Connector,FX-043,2025-W31,Medium
Model 595858-658,03,long terminals,Production Line 3,Jerome,Morning,Connector,FX-028,2025-W19,High
Model 595130-195,01,no property assembled,Unknown,Davonte,Afternoon,Diode,FX-022,2025-W26,High
Model 595242-854,05,lifted component,Production Line 1,Tristian,Night,Connector,FX-019,2025-W01,Medium
Model 595214-125,03,solder bridge,Production Line 2,Leena,Night,Capacitor,FX-046,2025-W40,High
Model 595242-854,01,solder bridge,QA Inspection Station,Davonte,Morning,Diode,FX-049,2025-W14,Low
Model 595214-125,03,excessive solder,Final Assembly Line,Mel,Morning,Connector,FX-031,2025-W14,Low
Model 595214-125,01,wrong component,Unknown,Leena,Morning,Capacitor,FX-027,2025-W22,High
Model 595242-854,03,pin hole,Unknown,Zoya,Night,Resistor,FX-047,2025-W19,Medium
Model 595859-381,05,wrong routing,Production Line 1,Geofrey,Night,Diode,FX-017,2025-W31,Low
Model 595130-195,03,missing/unknown,Production Line 1,Mel,Morning,Connector,FX-042,2025-W10,High
Model 595130-195,02,missing/unknown,Unknown,Sloane,Night,Capacitor,FX-030,2025-W08,Low
Model 595242-854,03,defective component,Production Line 1,Mel,Morning,Resistor,FX-024,2025-W13,Medium
Model 595532-132,04,trace open,Unknown,Jerome,Night,Resistor,FX-041,2025-W10,Medium
Model 595242-854,01,solder bridge,Unknown,Alaine,Afternoon,Resistor,FX-017,2025-W26,Low
Model 595214-125,04,reversed component,Production Line 2,Geofrey,Morning,Transistor,FX-032,2025-W33,High
Model 595130-195,01,missing/unknown,Production Line 1,Xiang Liang,Afternoon,Connector,FX-035,2025-W28,Medium
Model 595532-132,05,damaged/ lifted pad,Production Line 3,Leena,Night,Diode,FX-042,2025-W16,Medium
Model 595242-854,02,pin hole,Production Line 1,Jerome,Morning,Diode,FX-043,2025-W14,Medium
Model 595130-195,02,component misalignment,QA Inspection Station,Xiang Liang,Morning,Transistor,FX-022,2025-W14,Medium
Model 595242-854,03,pin hole,Production Line 2,Sloane,Morning,Capacitor,FX-017,2025-W37,Low
Model 595532-132,05,insufficient solder,QA Inspection Station,Sloane,Morning,Connector,FX-020,2025-W11,High
Model 595859-381,01,pin hole,Final Assembly Line,Leena,Morning,Diode,FX-037,2025-W42,Low
Model 595130-195,05,no property assembled,Production Line 3,Geofrey,Afternoon,Transistor,FX-041,2025-W43,High
Model 595130-195,05,damaged/ lifted pad,QA Inspection Station,Daysha,Night,Resistor,FX-027,2025-W28,Low
Model 595532-132,01,no property assembled,QA Inspection Station,Alaine,Afternoon,Connector,FX-010,2025-W50,High
Model 595130-195,04,damaged/ lifted pad,Final Assembly Line,Jerome,Afternoon,Resistor,FX-036,2025-W32,Medium
Model 595130-195,03,long terminals,Production Line 3,Mel,Afternoon,Capacitor,FX-020,2025-W39,High
Model 595532-132,01,wrong configuration,Unknown,Daysha,Night,Resistor,FX-034,2025-W33,High
Model 595323-328,02,component broken,Production Line 1,Davonte,Night,Resistor,FX-025,2025-W38,Low
Model 595242-854,02,solder bridge,Production Line 2,Sloane,Morning,Resistor,FX-020,2025-W23,Low
Model 595859-381,04,wrong routing,Production Line 2,Zoya,Morning,Resistor,FX-018,2025-W31,Medium
Model 595859-381,04,reversed component,Production Line 3,Daysha,Morning,Connector,FX-033,2025-W35,Low
Model 595532-132,03,damaged/ lifted pad,Production Line 2,Jerome,Morning,Connector,FX-005,2025-W37,Medium
Model 595242-854,01,lifted component,Production Line 1,Zoya,Morning,Capacitor,FX-010,2025-W38,High
